FECHAHORA,"HARDWARE_NAME","MONITOR_1_SN","LLDP_RID1_SWITCH_PORTDESCR","LLDP_RID1_SWITCH_SYSNAME","p4k_FREQUENT_USERS"
"28-03-2022",S4AU9072,V902V2PG,"-","-","26809->25;3860->16;9755->13"
"28-03-2022",S4PL4526,V305BHW9,"-","-","14621->16;81241->13;4324->9"
"28-03-2022",S4PL4527,V305BK34,gi17,"SW-AMU139V0-5","4212->53"
"28-03-2022",PC053VFC,0,gi1,"SW-AMU139V0-5","9952->48;12072->1"
"28-03-2022",S4AU5084,V902V25V,"-","-","9862->53;1251->18;4003->2"
"28-03-2022",S4PL8663,V304Y180,"-","-","1220->34;10287->20;9124->11"
"28-03-2022",S4PL3814,V305BK3P,"-","-","21459->40"
"28-03-2022",S4AY2961,V902Z2NA,gi1,"SW-AMU139V0-24","9937->39;22389->25;9959->13"
"28-03-2022",S4AU7842,V902V2Y1,"-","-","20069->58"
"28-03-2022",PC0A85PL,V9023MPM,gi8,"SW-AMU139V0-23","1322->26"
"28-03-2022",S4PL8663,V304Y180,"-","-","1220->34;10287->19;9124->11"
"28-03-2022",S4PL3110,V305BHBB,"-","-","1351->6;27443->6;25679->5"
"28-03-2022",S4PL3826,V305BK38,gi11,"SW-AMU139V0-10","12362->21;6401->2"
"28-03-2022",S4PL4545,V305BK22,gi9,"SW-AMU139V0-17","3115->49"
"28-03-2022",S4AV0275,V902V2X1,"-","-","6877->52;23299->37;10199->30"
"28-03-2022",S4AV0092,V902Z30R,gi17,"SW-AMU139V0-25","15548->64"
"28-03-2022",S4AY3020,V902Z3V3,"-","-","1351->12;23613->8;26937->6"
"28-03-2022",S4PL3831,V305BK3M,"-","-","6097->50"
"28-03-2022",S4PL3873,V305BH8R,"-","-","14681->24;13786->17;7305->16"
"28-03-2022",S4PL4056,V305BHA5,gi16,"SW-AMU139V0-28","25595->31;27763->9"
"28-03-2022",S4PL4559,V305BH9G,"-","-","26271->35;27763->11"
"28-03-2022",S4AY2906,V902Z3ZP,gi2,"SW-AMU139V0-17","23235->44"
"28-03-2022",S4AU4974,V902Z3WB,gi15,"SW-AMU139V0-30","26481->51;10047->27;14457->7"
"28-03-2022",S4PL4868,V305BK3R,gi20,"SW-AMU139V0-26","23877->5;27479->5;23287->3"
"28-03-2022",S4PL4547,V305BK3N,gi11,"SW-AMU139V0-33","4923->22"
"28-03-2022",S4PL3933,V305BH9C,gi11,"SW-AMU139V0-27","1275->49"
"28-03-2022",S4PL8689,V305BFCV,"-","-","7083->49"
"28-03-2022",S4PL3950,V305BHW5,gi9,"SW-AMU139V0-9","11631->26"
"28-03-2022",S4PL3746,V305BH8D,gi9,"SW-AMU139V0-34","27095->51"
"28-03-2022",S4AU7293,V902Z3A2,"-","-","6061->52;9124->5;23311->4"
"28-03-2022",S4PL4252,V305BH8B,gi12,"SW-AMU139V0-33","27875->27;9306->1"
"28-03-2022",PC053V7Z,60227032,gi12,"SW-AMU139V0-8","24227->15;26589->13"
"28-03-2022",S4PL5076,V305BHBA,"-","-","1230->28;24273->6;23613->2"
"28-03-2022",PC053V7Z,60227032,gi12,"SW-AMU139V0-8","24227->15;26589->13"
"28-03-2022",S4M80643,0,"-","-","5095->57"
"28-03-2022",S4PL2948,V305BHNR,"-","-","1347->39"
"28-03-2022",S4PL3941,V305BKL9,"PC Port","SEP247E12BFD070.asepeyo.site","20623->55;23611->54;24687->43"
"28-03-2022",PC053VEM,52549101,"-","-","26589->46;24227->28;80790->10"
"28-03-2022",S4AU7283,V902Z3A8,"-","-","11091->5;9938->5;14621->4"
"28-03-2022",S4PL4190,V305BFC0,"-","-","27257->40"
"28-03-2022",S4PL4543,V305BHA3,"PC Port","SEP247E12BE6E0F.asepeyo.site","1155->27;81755->8;25433->3"
"28-03-2022",S4PL3938,V305BHAK,"-","-","1305->46;11875->39;11971->32"
"28-03-2022",S4AY2903,V902Z3XB,gi9,"SW-AMU139V0-16","26113->47"
"28-03-2022",PC053VFH,"VL-ZVG74","-","-","80734->47;84001->7;84005->3"
"28-03-2022",S4PL4190,V305BFC0,gi4,"SW-AMU139V0-32","27257->40"
"28-03-2022",S4PL4060,V305BK2M,gi4,"SW-AMU139V0-9","5245->49"
"28-03-2022",S4AY2987,V902Z2YB,gi13,"SW-AMU139V0-5","23715->52"
"28-03-2022",S4AU7258,0,gi12,"SW-AMU139V0-29","4003->56;6935->47;14457->5"
"28-03-2022",S4PL3270,V305BHLX,"-","-","14043->47;21979->8;6061->5"
"28-03-2022",S4PL3819,V305BHAM,"-","-","3159->22"
"28-03-2022",S4AY2857,V902Z3Z8,gi5,"SW-AMU139V0-17","1343->23;81924->2"
"28-03-2022",S4AV0275,V902V2X1,"-","-","6877->52;23299->37;10199->30"
"28-03-2022",S4PL8703,V305DFM4,"PC Port","SEP247E12BF7662.asepeyo.site","4222->44"
"28-03-2022",S4AU7145,V902Z3AA,"-","-","14694->14;7343->10;15667->7"
"28-03-2022",S4PL8751,V305BHAV,"Port 2",SEPDC774C952927,"23613->8;25679->6;1188->5"
"28-03-2022",S4AU6671,V902Y4HX,gi9,"SW-AMU139V0-25","1293->46"
"28-03-2022",S4PL8838,V305DFMC,gi7,"SW-AMU139V0-12","4139->29"
"28-03-2022",S4PL4759,V305DFM0,gi17,"SW-AMU139V0-12","15611->26"
"28-03-2022",S4AY2994,V902Z3RD,"PC Port","SEP247E12BF80FA.asepeyo.site","25433->9;25521->3;26899->2"
"28-03-2022",S4AV0482,V902Z39M,gi8,"SW-AMU139V0-29","6074->45;26481->18;24369->7"
"28-03-2022",S4AU7298,V902Z3AP,gi12,"SW-AMU139V0-34","1309->42;9747->5"
"28-03-2022",S4J96760,0,"-","-","23691->44"
"28-03-2022",S4AY2975,V902Z3ZZ,"PC Port","SEP009AD2F08AA2.asepeyo.site","22421->125;27083->49;10934->6"
"28-03-2022",S4AY2918,V902Z3ZB,"-","-","6454->95"
"28-03-2022",S4AU7289,V902Z3AB,gi21,"SW-AMU139V0-32","14545->45;9306->37;23599->6"
"28-03-2022",S4PL4073,V305BG2C,"-","-","15192->19;12907->17;7305->15"
"28-03-2022",PC053VJH,0,eth0,SEP70B317946F86,"12794->23"
"28-03-2022",S4PL4759,V305DFM0,"-","-","15611->25"
"28-03-2022",S4PL4540,V305BFCR,"-","-","1363->23"
"28-03-2022",S4AY2861,V902Z3ZV,gi2,"SW-AMU139V0-5","12072->48;12487->2;20951->1"
"28-03-2022",PC053VBN,"VL-ZGR67","-","-","25917->39;2349->35;26481->1"
"28-03-2022",S4AV0729,V902Z4FZ,"PC Port","SEPEC1D8B2A3925.asepeyo.site","25577->24;3013->2"
"28-03-2022",S4AY2903,V902Z3XB,"-","-","26113->46"
"28-03-2022",S4PL4597,V305DFM9,"PC Port","SEP2C0BE904935F.asepeyo.site","1340->63"
"28-03-2022",S4AY2906,V902Z3ZP,"-","-","23235->43"
"28-03-2022",S4AU7096,V902Z2MX,"-","-","81071->27;81091->21;81881->14"
"28-03-2022",S4AY2918,V902Z3ZB,gi2,"SW-AMU139V0-6","6454->94"
"28-03-2022",S4PL3954,V305BK1Y,"PC Port","SEPB4A8B969C80B.asepeyo.site","10379->46;14479->29;26335->27"
"28-03-2022",S4AV0220,V902Z3RV,"-","-","6891->29;15501->20;15667->2"
"28-03-2022",S4PL3873,V305BH8R,"PC Port","SEP247E12BF89FF.asepeyo.site","14681->23;13786->17;7305->16"
"28-03-2022",S4AV0729,V902Z4FZ,"PC Port","SEPEC1D8B2A3925.asepeyo.site","25577->24;3013->1"
"28-03-2022",S4AY2861,V902Z3ZV,gi2,"SW-AMU139V0-5","12072->47;12487->2;20951->1"
"28-03-2022",S4PL4065,V305BG01,"-","-","6162->47"
"28-03-2022",S4PL4059,V305BK3A,gi13,"SW-AMU139V0-6","1358->56"
"28-03-2022",S4PL4530,V305DFMA,"-","-","3048->36"
"28-03-2022",S4AY2996,V902Z3RN,gi5,"SW-AMU139V0-5","11483->56"
"28-03-2022",S4PL4547,V305BK3N,gi11,"SW-AMU139V0-33","4923->21"
"28-03-2022",S4AY2880,V902Z2Y5,gi17,"SW-AMU139V0-20","23913->31;0838->26;23235->1"
"28-03-2022",S4AY2908,V902Z3N5,"PC Port","SEP247E12BF77A1.asepeyo.site","27413->26;12853->18;1370->18"
"28-03-2022",S4AU7083,V902Z3NC,"-","-","26307->22;27413->19;1349->15"
"28-03-2022",PC053VKB,"VN-167518","-","-","27443->23;27019->10;27479->4"
"28-03-2022",S4AV0146,V902Z3RK,gi19,"SW-AMU139V0-39","12777->57;27849->36;27729->30"
"28-03-2022",S4PL3527,V305BH21,"-","-","9494->39;12777->9;23375->9"
"28-03-2022",S4AY2926,V902Z2M6,"PC Port","SEPB4A8B969C8DC.asepeyo.site","1346->52;23415->35;12853->28"
"28-03-2022",S4AU6938,V902Z39Z,gi9,"SW-AMU139V0-7","7305->17;6395->15;13786->12"
"28-03-2022",S4PL3873,V305BH8R,"-","-","14681->22;13786->17;7305->16"
"28-03-2022",S4PL4876,V305BK3L,gi2,"SW-AMU139V0-4","3167->37"
"28-03-2022",S4AY2978,V902Z2XY,"-","-","1182->39;7083->2"
"28-03-2022",S4PL3327,V305BHLB,gi20,"SW-AMU139V0-36","6425->47;1350->8;12498->6"
"28-03-2022",S4AY2856,V902Z400,gi12,"SW-AMU139V0-20","27083->76;23913->9;22421->4"
"28-03-2022",S4AY2882,V902Z3ZT,gi8,"SW-AMU139V0-32","9747->45"
"28-03-2022",S4PL8707,V305BFM0,gi1,"SW-AMU139V0-32","1288->52"
"28-03-2022",S4PL5078,V305DFM2,"-","-","1374->31"
"28-03-2022",S4AU9072,V902V2PG,"-","-","26809->24;3860->18;9755->13"
"28-03-2022",S4PL3815,V305BH9Z,"PC Port","SEP247E12BF76DA.asepeyo.site","6129->46"
"28-03-2022",S4PL3948,V305BK1M,gi3,"SW-AMU139V0-10","26251->15"
"28-03-2022",S4PL4527,V305BK34,"-","-","4212->52"
"28-03-2022",S4AY2965,V902Z3ZA,"PC Port","SEP247E12BE6F56.asepeyo.site","12853->3;23375->3;25441->3"
"28-03-2022",S4PL3807,V305BK29,gi9,"SW-AMU139V0-20","1336->49;9952->1;23235->1"
"28-03-2022",S4PL3938,V305BHAK,gi15,"SW-AMU139V0-15","1305->47;11875->39;11971->32"
"28-03-2022",S4AV0105,V902Z3RB,gi17,"SW-AMU139V0-15","6186->37;21211->34;9986->30"
"28-03-2022",PC053VFB,"VL-ZVH18","-","-","84005->71;84001->2"
"28-03-2022",S4AY2965,V902Z3ZA,"-","-","12853->3;23375->3;25441->3"
"28-03-2022",S4AU9072,V902V2PG,gi19,"SW-AMU139V0-27","26809->24;3860->17;9755->13"
"28-03-2022",S4PL8837,V305DFM6,"PC Port","SEP247E12BE6F25.asepeyo.site","11214->20;10243->18;7343->13"
"28-03-2022",S4AY2986,V902Z2XV,gi13,"SW-AMU139V0-24","4070->26;12691->25;1277->22"
"28-03-2022",S4AY2986,V902Z2XV,gi13,"SW-AMU139V0-24","4070->26;12691->25;1277->22"
"27-03-2022",S4PL8837,V305DFM6,"-","-","11214->20;10243->18;7343->13"
"27-03-2022",S4PL3938,V305BHAK,"-","-","1305->47;11875->39;11971->31"
"27-03-2022",S4AV0105,V902Z3RB,gi17,"SW-AMU139V0-15","6186->37;21211->34;9986->30"
"27-03-2022",S4PL3938,V305BHAK,gi15,"SW-AMU139V0-15","1305->47;11875->39;11971->30"
"27-03-2022",S4AY2965,V902Z3ZA,"-","-","12853->3;25441->3;23375->2"
"27-03-2022",S4AY2926,V902Z2M6,"-","-","1346->52;23415->35;12853->28"
"27-03-2022",S4AV0146,V902Z3RK,gi19,"SW-AMU139V0-39","12777->59;27849->35;27729->30"
"27-03-2022",S4PL4698,V305BHVW,gi13,"SW-AMU139V0-32","25747->38"
"27-03-2022",S4AY2986,V902Z2XV,gi13,"SW-AMU139V0-24","4070->27;12691->25;1277->22"
"27-03-2022",S4AU7289,V902Z3AB,gi21,"SW-AMU139V0-32","14545->46;9306->36;23599->6"
"27-03-2022",S4PL8837,V305DFM6,"PC Port","SEP247E12BE6F25.asepeyo.site","11214->21;10243->17;7343->13"
"27-03-2022",S4PL3941,V305BKL9,"-","-","23611->55;20623->54;24687->43"
"27-03-2022",S4AY2961,V902Z2NA,"-","-","9937->38;22389->25;9959->13"
"27-03-2022",S4PL3954,V305BK1Y,"PC Port","SEPB4A8B969C80B.asepeyo.site","10379->45;14479->29;26335->27"
"27-03-2022",S4PL4698,V305BHVW,gi13,"SW-AMU139V0-32","25747->37"
"27-03-2022",S4PL3873,V305BH8R,"PC Port","SEP247E12BF89FF.asepeyo.site","14681->22;13786->18;7305->16"
"27-03-2022",S4AY2878,V902Z3ZM,gi15,"SW-AMU139V0-20","81866->40;81867->14;81910->13"
"27-03-2022",S4AU7521,V902Z31B,gi21,"SW-AMU139V0-46","9755->19;9864->10;26809->4"
"27-03-2022",S4PL3938,V305BHAK,gi15,"SW-AMU139V0-15","1305->47;11875->40;7486->30"
"27-03-2022",S4AV0105,V902Z3RB,gi17,"SW-AMU139V0-15","6186->37;21211->34;9986->30"
"27-03-2022",S4AV0275,V902V2X1,"-","-","6877->53;23299->37;10199->31"
"27-03-2022",S4AU4974,V902Z3WB,"-","-","26481->52;10047->27;14457->7"
"27-03-2022",S4PL3941,V305BKL9,"-","-","23611->55;20623->54;24687->43"
"27-03-2022",S4AU4974,V902Z3WB,gi15,"SW-AMU139V0-30","26481->52;10047->26;14457->7"
"27-03-2022",S4PL8837,V305DFM6,"-","-","11214->21;10243->17;12691->13"
"27-03-2022",S4AV0275,V902V2X1,"-","-","6877->53;23299->36;10199->31"
"27-03-2022",S4PL3941,V305BKL9,"-","-","23611->55;20623->54;24687->43"
"27-03-2022",S4PL3873,V305BH8R,"-","-","14681->22;13786->18;7305->16"
"27-03-2022",S4AY2926,V902Z2M6,"-","-","1346->53;23415->34;12853->29"
"27-03-2022",S4AY2986,V902Z2XV,gi13,"SW-AMU139V0-24","4070->27;12691->25;1277->23"
"27-03-2022",S4AY2926,V902Z2M6,"-","-","1346->53;23415->34;12853->29"
"27-03-2022",S4AY2961,V902Z2NA,gi1,"SW-AMU139V0-24","9937->39;22389->24;9959->13"
"27-03-2022",S4PL3954,V305BK1Y,"PC Port","SEPB4A8B969C80B.asepeyo.site","10379->46;14479->29;26335->28"
"27-03-2022",S4AY2986,V902Z2XV,"-","-","4070->27;12691->25;1277->23"
"27-03-2022",S4PL8837,V305DFM6,"PC Port","SEP247E12BE6F25.asepeyo.site","11214->21;10243->17;12691->13"
"27-03-2022",S4AV0105,V902Z3RB,gi17,"SW-AMU139V0-15","6186->37;21211->35;9986->29"
"26-03-2022",S4AV0105,V902Z3RB,"-","-","6186->36;21211->35;9986->29"
"26-03-2022",S4AY2965,V902Z3ZA,"-","-","12853->3;25441->3;23415->2"
"26-03-2022",S4AV0105,V902Z3RB,gi17,"SW-AMU139V0-15","21211->35;6186->35;9986->29"
"26-03-2022",S4PL3954,V305BK1Y,"-","-","10379->46;14479->28;26335->28"
"26-03-2022",S4PL3938,V305BHAK,"-","-","1305->48;11875->40;11971->30"
"26-03-2022",S4AY2926,V902Z2M6,"PC Port","SEPB4A8B969C8DC.asepeyo.site","1346->53;23415->32;12853->29"
"26-03-2022",S4AV0146,V902Z3RK,gi19,"SW-AMU139V0-39","12777->59;27849->35;27729->30"
"26-03-2022",S4AY2986,V902Z2XV,gi13,"SW-AMU139V0-24","4070->27;12691->25;1277->23"
"26-03-2022",S4PL3941,V305BKL9,"PC Port","SEP247E12BFD070.asepeyo.site","23611->56;20623->55;24687->42"
"26-03-2022",S4PL8837,V305DFM6,"-","-","11214->21;10243->16;12691->13"
"26-03-2022",S4AY2961,V902Z2NA,"-","-","9937->39;22389->24;9959->13"
"26-03-2022",S4AU7521,V902Z31B,gi21,"SW-AMU139V0-46","9755->20;9864->9;26809->4"
"26-03-2022",S4AV0275,V902V2X1,"Device Port 2","(empty)","6877->54;23299->36;10199->31"
"26-03-2022",S4AY2961,V902Z2NA,gi1,"SW-AMU139V0-24","9937->39;22389->25;9959->13"
"26-03-2022",S4AV0105,V902Z3RB,"-","-","21211->35;6186->35;9986->29"
"26-03-2022",S4AY2878,V902Z3ZM,gi15,"SW-AMU139V0-20","81866->41;81910->13;81867->13"
"26-03-2022",S4AU7096,V902Z2MX,"-","-","81071->27;81091->21;81881->15"
"26-03-2022",S4PL3831,V305BK3M,"PC Port","SEPF87B204FBB03.asepeyo.site","6097->51"
"26-03-2022",S4PL3938,V305BHAK,gi15,"SW-AMU139V0-15","1305->48;11875->40;7486->30"
"26-03-2022",S4PL4705,V305BFMA,gi5,"SW-AMU139V0-31","22473->20"
"26-03-2022",S4PL8837,V305DFM6,"-","-","11214->21;10243->16;12691->14"
"26-03-2022",S4PL3941,V305BKL9,"-","-","23611->57;20623->55;24687->41"
"26-03-2022",S4AV0275,V902V2X1,"-","-","6877->54;23299->36;10199->32"
"26-03-2022",S4AY2926,V902Z2M6,"-","-","1346->53;23415->31;12853->30"
"26-03-2022",S4PL3941,V305BKL9,"-","-","23611->57;20623->56;24687->40"
"26-03-2022",S4PL3954,V305BK1Y,"PC Port","SEPB4A8B969C80B.asepeyo.site","10379->47;26335->29;14479->27"
"26-03-2022",S4AU4974,V902Z3WB,gi15,"SW-AMU139V0-30","26481->54;10047->25;14457->7"
"26-03-2022",S4AY2926,V902Z2M6,"PC Port","SEPB4A8B969C8DC.asepeyo.site","1346->53;23415->31;12853->30"
"26-03-2022",S4PL3873,V305BH8R,"-","-","14681->22;13786->19;7305->16"
"26-03-2022",S4PL3938,V305BHAK,gi15,"SW-AMU139V0-15","1305->49;11875->40;7486->30"
"26-03-2022",S4AY2986,V902Z2XV,gi13,"SW-AMU139V0-24","4070->27;12691->25;1277->24"
"26-03-2022",S4AY2986,V902Z2XV,gi13,"SW-AMU139V0-24","4070->27;12691->25;1277->24"
"26-03-2022",S4AU7521,V902Z31B,gi21,"SW-AMU139V0-46","9755->23;9864->8;26809->4"
"25-03-2022",S4AV0105,V902Z3RB,gi17,"SW-AMU139V0-15","21211->36;6186->35;9986->29"
"25-03-2022",S4PL3938,V305BHAK,gi15,"SW-AMU139V0-15","1305->49;11875->40;7486->30"
"25-03-2022",S4PL3954,V305BK1Y,"-","-","10379->47;26335->28;14479->27"
"25-03-2022",S4PL3873,V305BH8R,"-","-","14681->21;13786->19;7305->16"
"25-03-2022",S4AY2926,V902Z2M6,"PC Port","SEPB4A8B969C8DC.asepeyo.site","1346->53;23415->31;12853->30"
"25-03-2022",S4AU7145,V902Z3AA,"-","-","14694->14;7343->10;15667->8"
"25-03-2022",S4PL8837,V305DFM6,"-","-","11214->21;10243->16;12691->14"
"25-03-2022",S4PL3941,V305BKL9,"-","-","23611->57;20623->56;24687->42"
"25-03-2022",S4AV0105,V902Z3RB,gi17,"SW-AMU139V0-15","21211->36;6186->34;9986->29"
"25-03-2022",S4AV0482,V902Z39M,gi8,"SW-AMU139V0-29","6074->49;26481->18;24369->9"
"25-03-2022",S4AU7293,V902Z3A2,"-","-","6061->53;9124->5;23311->4"
"25-03-2022",S4PL8663,V304Y180,"-","-","1220->37;10287->19;9124->13"
"25-03-2022",S4PL3954,V305BK1Y,"-","-","10379->47;26335->28;14479->26"
"25-03-2022",S4AY2908,V902Z3N5,"PC Port","SEP247E12BF77A1.asepeyo.site","27413->26;1370->21;12853->18"
"25-03-2022",S4AY3020,V902Z3V3,"PC Port","SEP247E12BF84C4.asepeyo.site","1351->12;23613->8;6669->6"
"25-03-2022",PC053VFH,"VL-ZVG74","-","-","80734->50;84001->8;84005->3"
"25-03-2022",S4PL4526,V305BHW9,gi7,"SW-AMU139V0-26","14621->15;81241->13;4324->9"
"25-03-2022",S4AU7083,V902Z3NC,"-","-","26307->24;27413->21;1349->15"
"25-03-2022",S4AU7289,V902Z3AB,gi21,"SW-AMU139V0-32","14545->48;9306->36;15501->6"
"25-03-2022",S4AY2961,V902Z2NA,gi1,"SW-AMU139V0-24","9937->40;22389->25;9959->13"
"25-03-2022",S4AV0105,V902Z3RB,gi17,"SW-AMU139V0-15","21211->36;6186->34;9986->29"
"25-03-2022",S4AU4974,V902Z3WB,gi15,"SW-AMU139V0-30","26481->54;10047->24;14457->7"
"25-03-2022",S4PL3941,V305BKL9,"PC Port","SEP247E12BFD070.asepeyo.site","23611->58;20623->56;24687->42"
"25-03-2022",S4AV0275,V902V2X1,"-","-","6877->55;23299->35;10199->32"
"25-03-2022",S4PL3938,V305BHAK,"-","-","1305->49;11875->40;7486->30"
"25-03-2022",S4AU6938,V902Z39Z,gi9,"SW-AMU139V0-7","7305->19;6395->14;13786->12"
"25-03-2022",S4AY2986,V902Z2XV,gi13,"SW-AMU139V0-24","4070->27;12691->25;1277->24"
"25-03-2022",PC053VBN,"VL-ZGR67","-","-","25917->39;2349->36;26481->1"
"25-03-2022",S4PL5076,V305BHBA,"PC Port","SEP247E12BE6F16.asepeyo.site","1230->31;24273->6;23613->2"
"25-03-2022",S4AU7083,V902Z3NC,"PC Port","SEP247E12BF778A.asepeyo.site","26307->24;27413->22;1349->15"
"25-03-2022",S4PL4073,V305BG2C,"-","-","15192->19;12907->17;7305->15"
"25-03-2022",S4PL3873,V305BH8R,"-","-","14681->20;13786->20;7305->16"
"25-03-2022",S4AV0146,V902Z3RK,"-","-","12777->59;27849->35;27729->30"
"25-03-2022",S4AY2926,V902Z2M6,"-","-","1346->53;12853->30;23415->30"
"25-03-2022",S4AV0146,V902Z3RK,gi19,"SW-AMU139V0-39","12777->59;27849->35;27729->29"
"25-03-2022",S4AU7258,0,gi12,"SW-AMU139V0-29","4003->59;6935->50;14457->5"
"25-03-2022",S4PL4534,V305BFMC,gi17,"SW-AMU139V0-32","27443->24;24673->5;27019->3"
"25-03-2022",S4PL8837,V305DFM6,"-","-","11214->21;10243->16;12691->14"
"25-03-2022",S4AY3020,V902Z3V3,"PC Port","SEP247E12BF84C4.asepeyo.site","1351->12;23613->8;6669->6"
"25-03-2022",S4PL4595,V305BK1Z,"-","-","23613->13;27443->5;6257->5"
"25-03-2022",S4PL4554,V305BK1V,"-","-","1359->58;12660->2;20951->1"
"25-03-2022",S4PL3831,V305BK3M,"PC Port","SEPF87B204FBB03.asepeyo.site","6097->51"
"25-03-2022",S4PL4559,V305BH9G,"-","-","26271->37;27763->11"
"25-03-2022",S4AU7258,0,gi12,"SW-AMU139V0-29","4003->58;6935->50;14457->5"
"25-03-2022",S4AU5155,V902V2XT,"-","-","24369->31;9862->4;14457->3"
"25-03-2022",S4PL4056,V305BHA5,gi16,"SW-AMU139V0-28","25595->34;27763->8"
"25-03-2022",S4PL3942,V305BH9D,gi1,"SW-AMU139V0-19","1330->43;27893->8"
"25-03-2022",S4PL3942,V305BH9D,"-","-","1330->43;27893->7"
"25-03-2022",S4AV0275,V902V2X1,"-","-","6877->56;23299->34;10199->32"
"25-03-2022",S4PL8751,V305BHAV,"Port 2",SEPDC774C952927,"23613->9;25679->6;1188->5"
"25-03-2022",S4AU7298,V902Z3AP,gi12,"SW-AMU139V0-34","1309->44;9747->5"
"25-03-2022",S4PL3951,V305BHAH,gi9,"SW-AMU139V0-26","1288->17;27257->10;1369->8"
"25-03-2022",S4AU7283,V902Z3A8,gi7,"SW-AMU139V0-36","11091->5;9938->5;14621->4"
"25-03-2022",S4PL3954,V305BK1Y,"-","-","10379->47;26335->28;14479->26"
"25-03-2022",S4AY2961,V902Z2NA,gi1,"SW-AMU139V0-24","9937->40;22389->24;9959->13"
"25-03-2022",S4AY2961,V902Z2NA,gi1,"SW-AMU139V0-24","9937->39;22389->24;9959->13"
"25-03-2022",S4AV0275,V902V2X1,"Device Port 2","(empty)","6877->56;23299->34;10199->33"
"25-03-2022",S4AY2878,V902Z3ZM,"-","-","81866->42;81910->13;81867->12"
"25-03-2022",S4PL4698,V305BHVW,gi13,"SW-AMU139V0-32","25747->40"
"25-03-2022",S4PL3941,V305BKL9,"-","-","23611->58;20623->56;24687->42"
"25-03-2022",S4AY2856,V902Z400,gi12,"SW-AMU139V0-20","27083->78;23913->11;22421->5"
"25-03-2022",S4PL4482,V305BFM2,"-","-","1369->6;27257->2;20623->1"
"25-03-2022",S4PL3953,V305BH8Y,gi2,"SW-AMU139V0-28","3280->15;1366->9;81901->8"
"25-03-2022",S4PL4526,V305BHW9,"-","-","14621->15;81241->14;4324->9"
"25-03-2022",S4AY2975,V902Z3ZZ,"PC Port","SEP009AD2F08AA2.asepeyo.site","22421->134;27083->51;10934->6"
"25-03-2022",S4AY2880,V902Z2Y5,gi17,"SW-AMU139V0-20","0838->30;23913->30;23235->1"
"25-03-2022",S4AY2975,V902Z3ZZ,"PC Port","SEP009AD2F08AA2.asepeyo.site","22421->133;27083->52;10934->6"
"25-03-2022",S4AY2961,V902Z2NA,gi1,"SW-AMU139V0-24","9937->40;22389->24;9959->13"
"25-03-2022",S4AY2986,V902Z2XV,gi13,"SW-AMU139V0-24","4070->27;12691->26;1277->24"
"25-03-2022",S4PL3954,V305BK1Y,"-","-","10379->46;26335->28;14479->26"
"25-03-2022",S4AU9072,V902V2PG,gi19,"SW-AMU139V0-27","26809->24;3860->17;9755->12"
"25-03-2022",S4PL8751,V305BHAV,"Port 2",SEPDC774C952927,"23613->9;25679->6;1188->5"
"25-03-2022",S4PL4774,V305DFM3,gi13,"SW-AMU139V0-3","1366->50"
"25-03-2022",S4AV0105,V902Z3RB,"-","-","21211->36;6186->34;9986->29"
"25-03-2022",S4AY3020,V902Z3V3,"PC Port","SEP247E12BF84C4.asepeyo.site","1351->12;23613->8;6669->6"
"25-03-2022",S4PL3873,V305BH8R,"-","-","14681->20;13786->20;7305->16"
"25-03-2022",S4PL4686,V305BHVN,"-","-","27763->26;26271->6;1209->2"
"25-03-2022",PC053VLA,0,eth0,SEP70B3171DE5F4,"10572->24"
"25-03-2022",S4AU7293,V902Z3A2,"-","-","6061->53;9124->5;6947->4"
"25-03-2022",S4PL3814,V305BK3P,"-","-","21459->43"
"25-03-2022",S4AU5084,V902V25V,gi18,"SW-AMU139V0-25","9862->56;1251->18;4003->2"
"25-03-2022",S4AV0092,V902Z30R,gi17,"SW-AMU139V0-25","15548->66"
"25-03-2022",S4AU7842,V902V2Y1,"-","-","20069->60"
"25-03-2022",S4PL4187,V305BHBP,"-","-","11091->4;27333->2;27443->1"
"25-03-2022",S4PL4559,V305BH9G,gi8,"SW-AMU139V0-25","26271->36;27763->11"
"25-03-2022",S4AU7258,0,gi12,"SW-AMU139V0-29","4003->58;6935->50;14457->5"
"25-03-2022",S4AV0092,V902Z30R,"-","-","15548->65"
"25-03-2022",S4PL4545,V305BK22,gi9,"SW-AMU139V0-17","3115->51"
"25-03-2022",S4PL5076,V305BHBA,"PC Port","SEP247E12BE6F16.asepeyo.site","1230->31;24273->5;23613->2"
"25-03-2022",S4PL3746,V305BH8D,"-","-","27095->52"
"25-03-2022",S4PL3933,V305BH9C,"-","-","1275->51"
"25-03-2022",PC053VFH,"VL-ZVG74","-","-","80734->50;84001->8;84005->3"
"25-03-2022",S4PL8703,V305DFM4,"-","-","4222->45"
"25-03-2022",S4PL9049,V305BK1W,"PC Port","SEP247E12BF8947.asepeyo.site","6341->47"
"25-03-2022",PC053VFC,0,gi1,"SW-AMU139V0-5","9952->51;12072->1"
"25-03-2022",S4PL3746,V305BH8D,"-","-","27095->51"
"25-03-2022",S4PL4595,V305BK1Z,"-","-","23613->13;6257->5;6934->5"
"25-03-2022",S4AV0275,V902V2X1,"-","-","6877->56;23299->34;10199->32"
"25-03-2022",S4AU4974,V902Z3WB,gi15,"SW-AMU139V0-30","26481->55;10047->23;14457->7"
