FECHAHORA,HARDWARE_NAME,LLDP_RID1_SWITCH_PORTDESCR,LLDP_RID1_SWITCH_SYSNAME,p4k_FREQUENT_USERS
12-01-2022,S4AU6938,gi9,SW-AMU139V0-7,7305->18;15192->17;23415->14
12-01-2022,S4AU7145,PC Port,SEP247E12BF5D85.asepeyo.site,15131->12;20849->8;6934->8
12-01-2022,S4AY2918,gi2,SW-AMU139V0-6,6454->81
12-01-2022,S4PL3941,PC Port,SEP247E12BFD070.asepeyo.site,23611->61;20623->38;25793->30
12-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->29;15068->25;21211->23
12-01-2022,S4AU7236,gi12,SW-AMU139V0-30,27061->40;12777->9;23415->8
12-01-2022,PC053VKB,-,-,27443->23;24673->8;26239->6
12-01-2022,S4AY2926,-,-,1346->38;23447->31;20781->29
12-01-2022,S4PL4059,gi13,SW-AMU139V0-6,1358->29
12-01-2022,S4PL4547,-,-,4923->17
12-01-2022,PC0A85PL,gi8,SW-AMU139V0-23,1322->40
12-01-2022,S4AU7083,-,-,1370->26;27413->17;1349->13
12-01-2022,S4AY2987,gi13,SW-AMU139V0-5,23715->46
12-01-2022,S4PL3873,-,-,23415->27;14681->26;27397->25
12-01-2022,S4AY2996,gi5,SW-AMU139V0-5,11483->23;1343->3;6088->2
12-01-2022,S4AU7289,gi21,SW-AMU139V0-32,14545->34;24827->17;23331->14
12-01-2022,S4AY2903,gi9,SW-AMU139V0-16,26113->38
12-01-2022,S4AY2856,gi12,SW-AMU139V0-20,27083->68;22421->19;23913->3
12-01-2022,S4AU7236,gi12,SW-AMU139V0-30,27061->40;12777->9;23415->8
12-01-2022,S4AY2968,gi5,SW-AMU139V0-13,27315->36
12-01-2022,S4PL4530,gi14,SW-AMU139V0-12,3048->23
12-01-2022,S4PL4753,-,-,1254->28;25433->3;21979->2
12-01-2022,S4AU7258,gi12,SW-AMU139V0-29,4003->36;6935->32;25917->8
12-01-2022,S4AY2882,gi8,SW-AMU139V0-32,9747->35;23331->1
12-01-2022,S4PL3831,PC Port,SEPF87B204FBB03.asepeyo.site,6097->43
12-01-2022,S4AU7298,-,-,9747->29;1309->29
12-01-2022,S4PL4186,gi16,SW-AMU139V0-32,9033->21
12-01-2022,S4AV0146,gi19,SW-AMU139V0-39,12777->29;27729->24;6395->14
12-01-2022,S4PL8689,gi4,SW-AMU139V0-9,7083->20
12-01-2022,S4PL8700,-,-,3802->22
12-01-2022,S4AU7205,-,-,81073->37;80492->18
12-01-2022,S4PL4056,gi16,SW-AMU139V0-28,25595->39
12-01-2022,S4AY2978,PC Port,SEPB4A8B969C9D7.asepeyo.site,1182->40
12-01-2022,S4AY2908,-,-,10934->25;23913->20;23447->14
12-01-2022,S4PL2948,gi16,SW-AMU139V0-5,1347->37
12-01-2022,S4PL3815,-,-,6129->41
12-01-2022,S4PL9049,PC Port,SEP247E12BF8947.asepeyo.site,6341->39
12-01-2022,S4AU7149,gi11,SW-AMU139V0-20,1336->37
12-01-2022,S4PL8707,gi1,SW-AMU139V0-32,1288->35
12-01-2022,S4PL4527,gi17,SW-AMU139V0-5,4212->29
12-01-2022,S4AV0220,PC Port,SEP247E12BF8489.asepeyo.site,6891->28;9124->13;15501->2
12-01-2022,S4AY2880,-,-,0838->32
12-01-2022,S4AY2907,gi4,SW-AMU139V0-5,1370->31;23913->2;12487->2
12-01-2022,S4AY2986,gi13,SW-AMU139V0-24,1277->26;4070->23;27705->18
12-01-2022,PC053VFB,-,-,84005->62
12-01-2022,S4AU7521,-,-,9755->28;26809->10;26239->7
12-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->41;1305->24;6188->16
12-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->29;15068->25;21211->22
11-01-2022,S4AY2961,gi1,SW-AMU139V0-24,9937->22;22389->5;27079->5
11-01-2022,S4AY2986,gi13,SW-AMU139V0-24,1277->26;4070->24;27705->18
11-01-2022,S4PL3873,PC Port,SEP247E12BF89FF.asepeyo.site,23415->27;14681->26;27397->25
11-01-2022,S4AY2926,PC Port,SEPB4A8B969C8DC.asepeyo.site,1346->38;23447->30;20781->29
11-01-2022,S4AU7145,-,-,15131->11;20849->8;6934->8
11-01-2022,S4PL3941,-,-,23611->61;20623->38;25793->30
11-01-2022,S4PL3941,-,-,23611->61;20623->38;25793->30
11-01-2022,S4PL8663,-,-,1220->29;10287->23;9124->12
11-01-2022,S4PL4595,PC Port,SEP247E12BF8564.asepeyo.site,6669->8;14350->6;6673->6
11-01-2022,S4PL4698,-,-,25747->31
11-01-2022,PC053VFH,PC Port,SEPB4A8B969C86C.asepeyo.site,80734->42;84001->13
11-01-2022,S4PL4595,-,-,6669->8;14350->6;6673->6
11-01-2022,S4PL4526,-,-,11091->10;4324->8;81244->7
11-01-2022,S4PL3270,PC Port,SEP247E12BF7684.asepeyo.site,12391->33;14043->12;6061->6
11-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->29;15068->26;21211->22
11-01-2022,S4PL3741,-,-,80209->11;81249->9;13614->7
11-01-2022,S4PL3741,-,-,80209->10;81249->9;13614->7
11-01-2022,S4PL3941,PC Port,SEP247E12BFD070.asepeyo.site,23611->60;20623->38;25793->30
11-01-2022,S4PL8837,PC Port,SEP247E12BE6F25.asepeyo.site,7368->23;11214->19;27079->13
11-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->42;1305->24;6188->16
11-01-2022,S4PL3954,-,-,10379->22;24027->9;6200->6
11-01-2022,PC053VEM,-,-,24227->31;26589->27;80790->15
11-01-2022,S4AY2856,gi12,SW-AMU139V0-20,27083->68;22421->19;23913->2
11-01-2022,S4AY2961,gi1,SW-AMU139V0-24,9937->22;27079->6;22389->5
11-01-2022,S4AU7145,-,-,15131->11;20849->8;6934->7
11-01-2022,S4AU7145,-,-,15131->11;20849->8;6934->7
11-01-2022,S4PL3951,gi9,SW-AMU139V0-26,1288->8;1340->6;24673->6
11-01-2022,S4PL3815,-,-,6129->40
11-01-2022,S4AU7289,gi21,SW-AMU139V0-32,14545->33;24827->17;23331->14
11-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->97;27083->39;81828->13
11-01-2022,S4AY2926,PC Port,SEPB4A8B969C8DC.asepeyo.site,1346->39;23447->30;20781->29
11-01-2022,S4AY2908,-,-,10934->25;23913->20;23447->14
11-01-2022,S4PL3327,gi19,SW-AMU139V0-36,20849->27;6425->15;1351->10
11-01-2022,S4AY2965,PC Port,SEP247E12BE6F56.asepeyo.site,23415->8;20781->5;14479->3
11-01-2022,S4PL3873,-,-,14681->26;23415->26;27397->25
11-01-2022,S4PL4534,gi17,SW-AMU139V0-32,27443->21;26239->8;24673->5
11-01-2022,S4AV0146,gi19,SW-AMU139V0-39,12777->30;27729->23;6395->14
11-01-2022,S4AU7083,-,-,1370->26;27413->17;1349->13
11-01-2022,S4PL4073,-,-,12907->11;15192->10;7305->9
11-01-2022,S4PL8689,gi4,SW-AMU139V0-9,7083->19
11-01-2022,S4PL8837,PC Port,SEP247E12BE6F25.asepeyo.site,7368->23;11214->19;27079->13
11-01-2022,S4AU7258,gi12,SW-AMU139V0-29,4003->36;6935->31;25917->8
11-01-2022,S4PL8837,-,-,7368->23;11214->19;27079->13
11-01-2022,S4AV0275,-,-,6877->40;23299->24;25917->23
11-01-2022,S4PL8837,-,-,7368->23;11214->19;27079->13
11-01-2022,S4AU7283,gi7,SW-AMU139V0-36,24273->3;13614->2;1366->2
11-01-2022,S4AU9072,gi19,SW-AMU139V0-27,26937->5;3860->3;6188->3
11-01-2022,S4PL4554,gi2,SWITCH-INFORMATICA,1359->36
11-01-2022,S4PL8837,-,-,7368->23;11214->19;27079->13
11-01-2022,S4PL8837,PC Port,SEP247E12BE6F25.asepeyo.site,7368->23;11214->19;27079->13
11-01-2022,S4AU7521,gi6,SW-AMU139V0-46,9755->27;26809->10;26239->7
11-01-2022,S4PL4527,gi17,SW-AMU139V0-5,4212->28
11-01-2022,S4PL8700,gi14,SW-AMU139V0-13,3802->21
11-01-2022,S4PL5076,-,-,1230->15;24273->8;23613->4
11-01-2022,S4PL3854,-,-,3336->8
11-01-2022,S4PL4774,gi13,SW-AMU139V0-3,1366->35
11-01-2022,S4PL4186,-,-,9033->20
11-01-2022,S4AU7258,gi12,SW-AMU139V0-29,4003->35;6935->31;25917->8
11-01-2022,S4PL4186,gi16,SW-AMU139V0-32,9033->19
11-01-2022,S4PL4221,gi14,SW-AMU139V0-32,14621->14
11-01-2022,S4AU5155,-,-,9862->17;24369->6;14457->3
11-01-2022,S4PL3831,PC Port,SEPF87B204FBB03.asepeyo.site,6097->42
11-01-2022,S4AU5084,gi18,SW-AMU139V0-25,9862->41;1251->25;20069->1
11-01-2022,S4AY2986,gi13,SW-AMU139V0-24,1277->27;4070->24;27705->17
11-01-2022,S4PL4355,gi15,SW-AMU139V0-13,81908->20
11-01-2022,S4PL4716,-,-,25747->7;22473->6;23603->4
11-01-2022,S4PL3951,-,-,1288->8;1340->6;24673->6
11-01-2022,S4PL4559,gi8,SW-AMU139V0-25,26271->17;81904->4;27763->2
11-01-2022,S4PL3945,-,-,81907->3;24273->1;1369->1
11-01-2022,S4AY2878,-,-,81866->33;81867->19;81910->14
11-01-2022,S4AU7137,gi12,SW-AMU139V0-36,24673->5;26239->5;81249->5
11-01-2022,S4PL4221,gi14,SW-AMU139V0-32,14621->13
11-01-2022,S4PL4759,gi17,SW-AMU139V0-12,15611->22
11-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->97;27083->39;81828->14
11-01-2022,S4PL3896,-,-,27479->12;27333->2
11-01-2022,S4AU7842,PC Port,SEPEC1D8B2A3C7E.asepeyo.site,20069->44
11-01-2022,S4AU7137,gi12,SW-AMU139V0-36,24673->5;26239->5;81249->5
11-01-2022,S4PL3814,PC Port,SEP247E12BFD03C.asepeyo.site,21459->32
11-01-2022,S4PL4526,gi7,SW-AMU139V0-26,11091->10;4324->8;81244->7
11-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->96;27083->40;81828->14
11-01-2022,S4AY2980,gi21,SW-AMU139V0-30,6074->14
11-01-2022,S4PL4067,gi5,SW-AMU139V0-25,14621->12;24673->11;25419->8
11-01-2022,S4PL4519,-,-,7343->3;6186->1
11-01-2022,PC053VFC,gi1,SW-AMU139V0-5,9952->32
11-01-2022,S4AV0275,Device Port 2,(empty),6877->40;23299->24;25917->23
11-01-2022,S4PL3822,-,-,7452->35
11-01-2022,S4PL4876,gi2,SW-AMU139V0-4,3167->14
11-01-2022,PC053VEM,-,-,24227->31;26589->26;80790->19
11-01-2022,S4AU7096,-,-,81091->22;81071->19;80492->5
11-01-2022,S4AU7283,-,-,24273->3;13614->2;1366->2
11-01-2022,S4PL4550,gi7,SW-AMU139V0-32,3192->12
11-01-2022,S4AU7293,-,-,6061->31;1220->2;24931->2
11-01-2022,S4AU7096,-,-,81091->22;81071->18;80492->5
11-01-2022,PC053VEM,-,-,24227->30;26589->26;80790->19
11-01-2022,S4PL4545,gi9,SW-AMU139V0-17,3115->37
11-01-2022,PC053VF6,gi10,SW-AMU139V0-3,6616->7;7452->2
11-01-2022,S4AV0275,-,-,6877->40;23299->24;25917->23
11-01-2022,S4PL5078,-,-,1374->19;3802->1
11-01-2022,S4PL3741,gi2,SW-AMU139V0-30,80209->9;81249->9;13614->7
11-01-2022,S4PL4534,-,-,27443->20;26239->8;24673->5
11-01-2022,S4AV0092,-,-,15548->24;1370->7
11-01-2022,S4PL4686,PC Port,SEP247E12BF6687.asepeyo.site,26271->32;27763->7
11-01-2022,S4PL4917,gi2,SW-AMU139V0-31,26303->11;23613->7;25679->6
11-01-2022,S4AU4974,gi15,SW-AMU139V0-30,26481->43;25917->9;14457->9
11-01-2022,S4AV0092,gi17,SW-AMU139V0-25,15548->23;1370->7
11-01-2022,PC053VBN,-,-,2349->11;25917->4;6935->1
11-01-2022,S4AY2986,-,-,1277->25;4070->24;27705->17
11-01-2022,S4PL8837,-,-,7368->24;11214->19;27079->13
11-01-2022,S4PL3933,gi11,SW-AMU139V0-27,1275->24;1254->5;1351->2
11-01-2022,S4AY2918,gi2,SW-AMU139V0-6,6454->82
11-01-2022,S4AU6671,gi9,SW-AMU139V0-25,1293->28;27389->14
11-01-2022,S4AY2918,gi2,SW-AMU139V0-6,6454->81
11-01-2022,S4PL0167,gi12,SW-AMU139V0-12,4142->20
11-01-2022,S4PL4553,-,-,80434->8
11-01-2022,S4AU7283,gi7,SW-AMU139V0-36,24273->3;13614->2;1366->2
11-01-2022,S4PL8663,-,-,1220->29;10287->23;9124->12
11-01-2022,S4PL3941,-,-,23611->59;20623->38;25793->31
11-01-2022,S4PL3270,PC Port,SEP247E12BF7684.asepeyo.site,12391->34;14043->12;6061->6
11-01-2022,S4PL3746,-,-,27095->35
11-01-2022,S4AY3020,-,-,23613->9;3188->7;6257->6
11-01-2022,S4PL4534,gi17,SW-AMU139V0-32,27443->20;26239->7;24673->5
11-01-2022,S4PL4190,gi4,SW-AMU139V0-32,27257->35
11-01-2022,PC053V7Z,gi12,SW-AMU139V0-8,24227->8;26589->5;80790->1
11-01-2022,S4PL8838,gi7,SW-AMU139V0-12,4139->20
11-01-2022,S4PL3327,gi19,SW-AMU139V0-36,20849->28;6425->15;1351->10
11-01-2022,S4PL5076,-,-,1230->15;24273->8;23613->5
11-01-2022,S4PL3819,gi16,SW-AMU139V0-29,3159->16;26271->1
11-01-2022,S4PL4540,-,-,1363->18
11-01-2022,S4AU7137,gi12,SW-AMU139V0-36,81249->6;24673->5;26239->5
11-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->28;15068->26;21211->23
11-01-2022,S4PL8703,PC Port,SEP247E12BF7662.asepeyo.site,4222->29;26481->5
11-01-2022,S4PL3099,gi15,SW-AMU139V0-9,4540->25;7333->3;5039->2
11-01-2022,S4PL4073,gi12,SW-AMU139V0-7,12907->11;15192->10;7305->9
11-01-2022,S4PL4221,gi14,SW-AMU139V0-32,14621->12
11-01-2022,PC0A85PL,gi8,SW-AMU139V0-23,1322->39
11-01-2022,S4PL3954,-,-,10379->23;24027->9;6200->6
11-01-2022,S4J96760,-,-,23691->32
11-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->96;27083->39;81828->14
11-01-2022,S4AY2906,gi2,SW-AMU139V0-17,23235->36
11-01-2022,S4PL8751,Port 2,SEPDC774C952927,1350->4;23613->4;25679->3
11-01-2022,S4PL4183,gi2,SW-AMU139V0-13,3445->15
11-01-2022,S4AY2861,gi2,SW-AMU139V0-5,12072->39;9952->1
11-01-2022,S4PL4595,-,-,6669->8;14350->6;6673->6
11-01-2022,PC053VFH,-,-,80734->43;84001->12
11-01-2022,S4AU6626,PC Port,SEP2C0BE904B2E3.asepeyo.site,23701->36;23571->5;3261->2
11-01-2022,S4PL4355,gi15,SW-AMU139V0-13,81908->19
11-01-2022,S4PL3110,-,-,9938->7;6257->4;26855->3
11-01-2022,S4PL4597,-,-,1340->37
11-01-2022,PC053VJH,gi4,SW-AMU139V0-6,12794->15;3958->1
11-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->42;1305->25;6188->17
11-01-2022,S4PL3270,-,-,12391->34;14043->11;6061->6
11-01-2022,S4AV0482,gi8,SW-AMU139V0-29,6074->23;2349->21;24369->11
11-01-2022,S4PL4528,gi9,SW-AMU139V0-13,3511->20
11-01-2022,S4AY2918,gi2,SW-AMU139V0-6,6454->80
11-01-2022,S4AU7083,-,-,1370->26;27413->17;1349->13
11-01-2022,S4AU7145,-,-,15131->11;20849->8;6934->7
11-01-2022,S4AV0275,-,-,6877->40;23299->24;25917->23
11-01-2022,S4AU6938,-,-,15192->17;7305->17;23415->15
11-01-2022,S4PL4759,gi17,SW-AMU139V0-12,15611->21
11-01-2022,S4AY2987,-,-,23715->45
11-01-2022,S4AY2968,gi5,SW-AMU139V0-13,27315->37
11-01-2022,S4AY2926,PC Port,SEPB4A8B969C8DC.asepeyo.site,1346->39;23447->30;20781->29
11-01-2022,S4AU7236,gi12,SW-AMU139V0-30,27061->41;12777->10;23415->8
11-01-2022,PC0A85PL,gi8,SW-AMU139V0-23,1322->39
11-01-2022,S4AU7289,gi21,SW-AMU139V0-32,14545->33;24827->16;23331->14
11-01-2022,S4AY2856,gi12,SW-AMU139V0-20,27083->68;22421->19;23913->2
11-01-2022,PC053VKB,-,-,27443->22;24673->8;26239->6
11-01-2022,S4AU7298,gi12,SW-AMU139V0-34,9747->29;1309->28
11-01-2022,S4AY2903,gi9,SW-AMU139V0-16,26113->37
11-01-2022,S4AU7149,gi11,SW-AMU139V0-20,1336->40
11-01-2022,S4AY2996,gi5,SW-AMU139V0-5,11483->22;1343->3;6088->2
11-01-2022,S4PL4065,-,-,6162->29;7083->8;6129->1
11-01-2022,S4PL3827,gi13,SW-AMU139V0-23,3280->27
11-01-2022,S4PL4543,-,-,1155->19;81755->4;81683->3
11-01-2022,S4PL4373,gi6,SW-AMU139V0-12,1325->16
11-01-2022,S4PL4059,gi13,SW-AMU139V0-6,1358->30
11-01-2022,S4AV0146,gi19,SW-AMU139V0-39,12777->30;27729->23;6395->14
11-01-2022,S4PL3873,PC Port,SEP247E12BF89FF.asepeyo.site,14681->26;23415->26;27397->25
11-01-2022,S4AU7205,-,-,81073->37;80492->18
11-01-2022,S4PL4753,PC Port,SEP247E12BF8722.asepeyo.site,1254->27;25433->5;21979->2
11-01-2022,S4AU7258,gi12,SW-AMU139V0-29,4003->35;6935->31;25917->8
11-01-2022,S4AU7145,PC Port,SEP247E12BF5D85.asepeyo.site,15131->9;20849->8;6934->7
11-01-2022,S4PL4530,-,-,3048->24
11-01-2022,S4PL4531,-,-,6616->27;27257->2
11-01-2022,S4PL4186,gi16,SW-AMU139V0-32,9033->18
11-01-2022,S4PL3827,gi13,SW-AMU139V0-23,3280->26
11-01-2022,S4AY2882,-,-,9747->34;23331->1
11-01-2022,S4PL9025,gi11,SW-AMU139V0-9,26201->2;1359->1
11-01-2022,S4PL4539,-,-,4529->20
11-01-2022,S4PL4056,gi16,SW-AMU139V0-28,25595->38
11-01-2022,S4PL3831,-,-,6097->42
11-01-2022,S4PL9049,-,-,6341->38
11-01-2022,S4AY2978,-,-,1182->41
11-01-2022,S4AY2908,PC Port,SEP247E12BF77A1.asepeyo.site,10934->25;23913->20;23447->14
11-01-2022,S4PL3815,-,-,6129->39
11-01-2022,S4PL5078,gi10,SW-AMU139V0-13,1374->18;3802->1
11-01-2022,S4PL3942,gi1,SW-AMU139V0-19,1330->37
11-01-2022,S4PL2948,-,-,1347->37
11-01-2022,S4PL3948,-,-,26251->23
11-01-2022,S4PL4527,gi17,SW-AMU139V0-5,4212->28
11-01-2022,S4AV0220,-,-,6891->29;9124->12;15501->2
11-01-2022,S4AY2880,-,-,0838->32
11-01-2022,S4AY2907,gi4,SW-AMU139V0-5,1370->31;23913->2;12487->2
11-01-2022,S4PL3941,PC Port,SEP247E12BFD070.asepeyo.site,23611->59;20623->37;25793->31
11-01-2022,S4PL3873,PC Port,SEP247E12BF89FF.asepeyo.site,14681->26;23415->26;27397->25
11-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->28;15068->26;21211->22
11-01-2022,PC053VFB,-,-,84005->63
11-01-2022,S4PL8837,PC Port,SEP247E12BE6F25.asepeyo.site,7368->24;11214->19;27079->13
11-01-2022,S4AU7521,gi6,SW-AMU139V0-46,9755->29;26809->10;26239->7
10-01-2022,S4AU7236,-,-,27061->41;12777->10;23415->8
10-01-2022,S4PL3941,-,-,23611->59;20623->37;25793->31
10-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->28;15068->26;21211->22
10-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->28;15068->26;21211->22
10-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->42;1305->24;6188->17
10-01-2022,S4AY2926,PC Port,SEPB4A8B969C8DC.asepeyo.site,1346->39;23447->30;20781->29
10-01-2022,S4PL3873,-,-,14681->26;23415->25;27397->25
10-01-2022,S4AU7137,gi12,SW-AMU139V0-36,81249->6;24673->5;26239->5
10-01-2022,S4PL4595,-,-,6669->8;14350->6;6673->6
10-01-2022,S4AU7137,gi12,SW-AMU139V0-36,81249->6;24673->5;26239->5
10-01-2022,S4AV0275,Device Port 2,(empty),6877->40;23299->23;25917->23
10-01-2022,S4AU7205,-,-,81073->37;80492->18
10-01-2022,S4AV0482,gi8,SW-AMU139V0-29,6074->23;2349->20;24369->11
10-01-2022,S4AV0275,Device Port 2,(empty),6877->40;23299->23;25917->23
10-01-2022,S4AU7145,-,-,15131->8;20849->8;6934->7
10-01-2022,S4AV0275,Device Port 2,(empty),6877->40;23299->23;25917->23
10-01-2022,PC053VFH,-,-,80734->42;84001->12
10-01-2022,S4PL3741,gi2,SW-AMU139V0-30,80209->9;81249->9;27627->7
10-01-2022,S4AV0275,Device Port 2,(empty),6877->40;23299->23;25917->23
10-01-2022,S4PL8707,gi1,SW-AMU139V0-32,1288->35
10-01-2022,PC053VEM,-,-,24227->29;26589->27;80790->19
10-01-2022,S4PL4705,gi5,SW-AMU139V0-31,22473->13
10-01-2022,S4AY2961,gi1,SW-AMU139V0-24,9937->23;27079->6;24027->5
10-01-2022,S4PL3941,-,-,23611->60;20623->37;25793->31
10-01-2022,S4PL4705,-,-,22473->12
10-01-2022,S4PL3954,-,-,10379->22;24027->9;6200->6
10-01-2022,S4PL4534,gi17,SW-AMU139V0-32,27443->19;26239->7;24673->5
10-01-2022,S4PL4534,gi17,SW-AMU139V0-32,27443->19;26239->7;24673->5
10-01-2022,S4PL3110,PC Port,SEPF87B204FFA2D.asepeyo.site,9938->7;6257->4;26855->3
10-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->96;27083->39;81828->15
10-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->30;15068->26;21211->22
10-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->42;1305->24;6188->17
10-01-2022,S4PL3873,-,-,14681->26;23415->25;27397->25
10-01-2022,S4AY2908,PC Port,SEP247E12BF77A1.asepeyo.site,10934->25;23913->20;23447->14
10-01-2022,S4PL4073,-,-,12907->11;15192->10;7305->9
10-01-2022,S4AU7083,-,-,1370->26;27413->17;1349->14
10-01-2022,S4AU7289,gi21,SW-AMU139V0-32,14545->33;24827->16;23331->14
10-01-2022,S4PL4073,-,-,12907->11;15192->10;7305->9
10-01-2022,S4AY2965,-,-,23415->8;20781->5;14479->3
10-01-2022,S4AY2926,-,-,1346->39;23447->30;20781->29
10-01-2022,S4PL3327,gi19,SW-AMU139V0-36,20849->29;6425->15;1351->11
10-01-2022,S4AY2856,gi12,SW-AMU139V0-20,27083->69;22421->20;23913->1
10-01-2022,S4AV0146,-,-,12777->30;27729->22;6395->14
10-01-2022,S4AU7258,gi12,SW-AMU139V0-29,4003->35;6935->31;25917->8
10-01-2022,S4PL3945,-,-,81907->3;24273->1
10-01-2022,S4AV0275,Device Port 2,(empty),6877->40;23299->23;25917->23
10-01-2022,S4PL4186,-,-,9033->17
10-01-2022,S4PL8751,Port 2,SEPDC774C952927,1350->4;23613->4;25679->3
10-01-2022,S4AU4974,gi15,SW-AMU139V0-30,26481->42;14457->9;25917->9
10-01-2022,S4PL3818,-,-,27333->10;80289->6;23877->4
10-01-2022,S4PL4554,gi2,SWITCH-INFORMATICA,1359->36
10-01-2022,S4PL8663,Device Port 3,(empty),1220->28;10287->23;9124->12
10-01-2022,S4AU7283,gi7,SW-AMU139V0-36,24273->3;13614->2;1366->2
10-01-2022,S4PL8663,-,-,1220->27;10287->23;9124->12
10-01-2022,S4PL4774,gi13,SW-AMU139V0-3,1366->35
10-01-2022,S4M80643,-,-,5095->38;1358->2
10-01-2022,S4PL4530,gi14,SW-AMU139V0-12,3048->23
10-01-2022,S4PL3896,gi2,SW-AMU139V0-32,27479->11;27333->2
10-01-2022,S4PL4526,gi7,SW-AMU139V0-26,11091->10;81244->9;4324->8
10-01-2022,S4M80643,-,-,5095->38;1358->1
10-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->29;15068->26;21211->22
10-01-2022,S4AY2986,-,-,1277->25;4070->24;27705->17
10-01-2022,S4AY2878,gi15,SW-AMU139V0-20,81866->33;81867->19;81910->13
10-01-2022,S4AY2980,-,-,6074->13
10-01-2022,S4PL3831,PC Port,SEPF87B204FBB03.asepeyo.site,6097->41
10-01-2022,S4PL3953,-,-,3280->12;1366->7;81901->6
10-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->96;27083->39;81828->15
10-01-2022,S4PL3818,gi5,SW-AMU139V0-26,27333->10;80289->6;23877->4
10-01-2022,S4PL3945,-,-,81907->3
10-01-2022,S4PL4067,gi5,SW-AMU139V0-25,14621->12;24673->11;25419->8
10-01-2022,S4PL3945,-,-,81907->2
10-01-2022,S4PL3951,-,-,1288->8;1340->6;24673->6
10-01-2022,S4AV0275,Device Port 2,(empty),6877->42;23299->23;25917->23
10-01-2022,S4PL4686,-,-,26271->32;27763->6
10-01-2022,S4PL4686,-,-,26271->32;27763->6
10-01-2022,S4PL4716,gi5,SW-AMU139V0-28,25747->7;22473->5;23603->4
10-01-2022,S4PL8663,-,-,1220->26;10287->23;9124->12
10-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->95;27083->40;81828->15
10-01-2022,S4AU7293,-,-,6061->31;1220->2;24931->2
10-01-2022,S4PL3938,gi15,SW-AMU139V0-15,11875->42;1305->24;6188->17
10-01-2022,S4PL4868,-,-,27333->3;23877->3;23287->2
10-01-2022,S4PL3741,gi2,SW-AMU139V0-30,81249->9;80209->8;27627->7
10-01-2022,PC053VLA,gi4,SW-AMU139V0-10,10572->14
10-01-2022,S4PL3822,gi3,SW-AMU139V0-4,7452->35
10-01-2022,S4PL3953,gi2,SW-AMU139V0-28,3280->11;1366->7;81901->6
10-01-2022,PC053VFC,gi1,SW-AMU139V0-5,9952->32
10-01-2022,S4PL3814,-,-,21459->32
10-01-2022,S4AV0092,-,-,15548->26;1370->7
10-01-2022,S4AU5084,-,-,9862->41;1251->25;20069->1
10-01-2022,S4AY2857,gi5,SW-AMU139V0-17,1343->16
10-01-2022,S4AU7842,-,-,20069->45
10-01-2022,S4PL4066,gi18,SW-AMU139V0-32,25397->3
10-01-2022,S4PL4550,-,-,3192->11
10-01-2022,S4PL8751,Port 2,SEPDC774C952927,23613->4;1350->3;25679->3
10-01-2022,S4PL4559,gi8,SW-AMU139V0-25,26271->16;81904->4;27763->2
10-01-2022,S4PL4698,gi13,SW-AMU139V0-32,25747->31
10-01-2022,S4AY2918,-,-,6454->80
10-01-2022,S4PL4545,gi9,SW-AMU139V0-17,3115->37
10-01-2022,S4AU4974,gi15,SW-AMU139V0-30,26481->42;14457->9;25917->9
10-01-2022,S4AY2918,gi2,SW-AMU139V0-6,6454->79
10-01-2022,S4PL3933,-,-,1275->23;1254->5;1351->2
10-01-2022,S4PL8751,Port 2,SEPDC774C952927,23613->4;1350->3;25679->3
10-01-2022,S4AY2975,PC Port,SEP009AD2F08AA2.asepeyo.site,22421->95;27083->39;81828->15
10-01-2022,S4AV0105,gi17,SW-AMU139V0-15,9986->29;15068->26;21211->21
10-01-2022,S4PL3746,-,-,27095->34
10-01-2022,S4PL3746,-,-,27095->34
10-01-2022,S4PL8663,-,-,1220->26;10287->22;9124->12
10-01-2022,S4PL3179,gi21,SW-AMU141V0-13,27615->7;6215->1;20781->1
10-01-2022,S4PL8751,Port 2,SEPDC774C952927,23613->4;1350->3;25679->3
10-01-2022,S4PL3950,gi9,SW-AMU139V0-9,11631->17
